id_cliente,n_compras,venta_total
505857,5,293.3
505858,6,211.4
505859,7,285.6
505860,2,53.2
505861,5,54.9
505862,19,330.7
505863,6,201.7
505864,13,233.8
505865,19,327.7
505866,3,52.2
505867,7,241.9
505868,1,40.3
505869,12,226.2
505870,3,157.9
505871,1,37.1
505872,7,107.2
505873,4,182.0
505874,11,181.4
505875,3,69.4
505876,3,48.8
505877,4,120.9
505878,2,44.7
505879,3,80.2
505880,7,161.0
505881,1,40.3
505882,17,616.4
505883,5,61.3
505884,3,94.2
505885,8,193.2
505886,5,300.2
505887,1,46.1
505888,1,56.5
505889,3,74.0
505890,3,171.8
505891,14,375.4
505892,1,35.8
505893,16,408.1
505894,2,74.6
505895,10,664.0
505896,8,318.3
505897,5,89.0
505898,4,89.5
505899,13,2438.1
505900,3,175.7
505901,1,29.6
505902,6,507.1
505903,3,90.6
505904,1,113.3
505905,7,258.0
505906,3,78.9
505907,4,145.8
505908,4,108.4
505909,4,109.6
505910,2,31.8
505911,5,220.2
505912,1,51.4
505913,3,130.3
505914,4,78.9
505915,5,150.1
505916,3,138.8
505917,6,413.8
505918,2,23.3
505919,8,142.4
505920,2,36.8
505921,3,117.2
505922,1,62.8
505923,4,123.8
505924,2,38.5
505925,7,318.9
505926,7,124.7
505927,3,111.8
505928,3,110.7
505929,3,82.2
505930,7,137.8
505931,2,122.6
505932,4,336.4
505933,3,58.1
505934,3,69.7
505935,2,51.4
505936,3,197.2
505937,1,49.3
505938,2,97.3
505939,7,230.7
505940,2,47.3
505941,6,128.9
505942,4,87.6
505943,6,487.8
505944,5,444.8
505945,7,250.6
505946,8,137.5
505947,3,113.4
505948,11,149.9
505949,11,491.4
505950,8,110.7
505951,6,322.8
505952,2,58.9
505953,18,804.5
505954,7,315.0
505955,2,76.1
505956,4,266.6
505957,5,110.8
505958,2,195.0
505959,10,228.2
505960,5,245.0
505961,3,165.6
505962,6,173.9
505963,8,143.8
505964,3,52.3
505965,7,124.9
505966,4,277.8
505967,2,60.8
505968,3,161.8
505969,1,38.3
505970,18,218.2
505971,3,284.3
505972,2,110.6
505973,13,369.8
505974,6,293.0
505975,7,106.1
505976,5,179.3
505977,4,81.9
505978,5,166.8
505979,11,688.2
505980,3,53.5
505981,3,148.6
505982,6,152.4
505983,7,218.0
505984,2,89.9
505985,11,342.2
505986,14,384.6
505987,2,22.6
505988,2,120.2
505989,2,35.7
505990,1,40.7
505991,2,42.6
505992,1,12.9
505993,10,375.8
505994,5,159.2
505995,3,175.6
505996,12,398.5
505997,9,407.6
505998,2,117.4
505999,9,490.8
506000,2,141.5
506001,3,116.3
506002,5,116.6
506003,12,401.6
506004,16,706.7
506005,2,71.2
506006,4,181.2
506007,9,320.2
506008,1,95.2
506009,1,92.9
506010,7,124.3
506011,10,407.7
506012,3,176.7
506013,1,23.8
506014,2,41.9
506015,3,376.1
506016,3,110.6
506017,1,17.4
506018,5,104.4
506019,2,58.5
506020,3,180.8
506021,5,217.8
506022,3,70.2
506023,1,9.8
506024,4,215.7
506025,1,43.7
506026,1,65.8
506027,4,99.6
506028,1,46.7
506029,3,76.1
506030,7,153.2
506031,1,43.9
506032,4,121.0
506033,5,72.0
506034,6,322.3
506035,7,262.4
506036,6,361.7
506037,4,184.6
506038,1,34.3
506039,3,78.0
506040,1,22.0
506041,19,643.9
506042,15,265.6
506043,1,46.3
506044,5,221.2
506045,3,55.8
506046,14,933.0
506047,2,17.3
506048,7,90.5
506049,4,115.8
506050,2,93.9
506051,3,71.0
506052,4,195.1
506053,3,123.3
506054,9,360.1
506055,4,126.6
506056,13,501.9
506057,4,286.9
506058,2,58.5
506059,8,250.0
506060,5,125.1
506061,1,26.7
506062,2,104.6
506063,1,47.3
506064,11,322.1
506065,9,527.6
506066,7,462.7
506067,4,220.5
506068,9,361.1
506069,7,672.5
506070,2,34.0
506071,6,275.9
506072,9,804.8
506073,10,284.2
506074,7,178.1
506075,4,111.3
506076,6,227.2
506077,1,104.1
506078,3,145.0
506079,2,154.7
506080,1,52.5
506081,7,329.1
506082,5,212.8
506083,11,222.9
506084,3,47.3
506085,1,15.5
506086,9,332.9
506087,11,136.5
506088,13,563.0
506089,5,416.4
506090,5,157.8
506091,5,82.2
506092,12,379.1
506093,4,177.2
506094,9,830.4
506095,3,108.5
506096,1,41.3
506097,4,162.2
506098,3,354.2
506099,8,255.4
506100,5,81.7
506101,1,28.9
506102,5,75.8
506103,2,58.9
506104,1,28.5
506105,6,668.4
506106,5,127.7
506107,5,130.4
506108,5,651.5
506109,7,243.0
506110,7,239.4
506111,4,203.1
506112,1,39.8
506113,2,36.8
506114,3,170.5
506115,3,88.0
506116,8,159.1
506117,12,309.7
506118,1,21.6
506119,4,92.9
506120,5,211.6
506121,6,191.2
506122,4,131.0
506123,14,139.1
506124,5,91.5
506125,3,77.6
506126,6,80.8
506127,3,164.5
506128,7,282.7
506129,10,694.3
506130,3,169.8
506131,1,109.2
506132,4,191.8
506133,11,717.0
506134,1,40.3
506135,1,24.0
506136,5,195.6
506137,4,139.0
506138,15,402.4
506139,2,27.6
506140,2,31.0
506141,3,108.2
506142,1,32.8
506143,1,26.4
506144,6,98.3
506145,13,243.2
506146,1,23.0
506147,8,367.2
506148,3,205.9
506149,9,218.6
506150,1,62.0
506151,6,156.8
506152,3,29.4
506153,4,279.1
506154,6,54.5
506155,3,79.5
506156,1,50.1
506157,3,212.7
506158,5,184.8
506159,8,305.4
506160,1,95.5
506161,7,422.7
506162,3,133.7
506163,9,338.3
506164,8,338.8
506165,10,391.9
506166,6,328.8
506167,1,16.5
506168,11,294.7
506169,8,454.1
506170,6,441.7
506171,5,192.8
506172,7,152.2
506173,4,160.0
506174,4,136.3
506175,16,215.4
506176,8,521.7
506177,3,151.0
506178,3,42.6
506179,7,192.1
506180,2,70.1
506181,1,75.3
506182,8,148.5
506183,3,64.0
506184,1,79.6
506185,4,119.7
506186,3,118.4
506187,3,110.0
506188,6,129.3
506189,1,25.4
506190,6,217.9
506191,7,276.3
506192,1,17.2
506193,10,241.3
506194,3,98.4
506195,8,480.1
506196,2,82.2
506197,8,222.8
506198,9,1098.4
506199,4,106.5
506200,1,15.3
506201,8,302.6
506202,2,64.6
506203,1,29.7
506204,1,22.1
506205,2,68.8
506206,1,11.0
506207,15,375.8
506208,5,148.8
506209,2,70.5
506210,10,391.9
506211,1,22.1
506212,3,111.9
506213,7,1013.8
506214,4,109.4
506215,3,107.2
506216,3,145.8
506217,4,146.9
506218,5,133.9
506219,7,267.8
506220,3,83.1
506221,2,87.0
506222,2,93.2
506223,3,162.1
506224,5,145.3
506225,1,37.8
506226,3,83.9
506227,2,137.3
506228,2,35.9
506229,3,214.3
506230,3,142.5
506231,1,92.6
506232,8,252.7
506233,4,91.5
506234,2,35.4
506235,3,76.9
506236,3,54.6
506237,9,341.7
506238,16,439.8
506239,9,617.3
506240,5,90.0
506241,2,104.3
506242,10,299.8
506243,2,48.4
506244,2,64.4
506245,10,674.2
506246,6,328.7
506247,2,90.5
506248,6,114.7
506249,6,359.8
506250,7,320.2
506251,3,80.6
506252,15,537.5
506253,5,250.7
506254,1,52.0
506255,4,112.3
506256,8,122.1
506257,2,35.8
506258,3,64.6
506259,9,356.0
506260,3,52.8
506261,1,69.2
506262,2,36.8
506263,6,185.0
506264,8,572.4
506265,3,107.4
506266,5,140.8
506267,4,254.1
506268,5,170.6
506269,16,576.6
506270,2,88.6
506271,7,125.4
506272,12,142.9
506273,7,185.1
506274,5,150.2
506275,5,280.6
506276,6,180.6
506277,1,59.5
506278,19,1046.9
506279,6,136.9
506280,20,968.0
506281,8,201.6
506282,6,119.1
506283,6,190.0
506284,5,100.9
506285,1,34.2
506286,13,490.7
506287,10,233.5
506288,3,80.9
506289,5,109.0
506290,7,132.5
506291,2,116.0
506292,1,50.6
506293,4,292.3
506294,12,351.1
506295,5,257.9
506296,6,194.9
506297,8,303.0
506298,4,152.8
506299,3,100.3
506300,4,134.4
506301,2,141.5
506302,2,153.1
506303,3,251.6
506304,1,22.2
506305,1,62.9
506306,6,179.0
506307,1,39.9
506308,2,29.6
506309,12,303.9
506310,2,27.2
506311,7,271.3
506312,9,429.1
506313,10,270.5
506314,1,65.8
506315,6,137.5
506316,6,111.0
506317,4,171.2
506318,4,273.3
506319,10,343.0
506320,4,180.6
506321,1,30.0
506322,6,188.3
506323,7,231.6
506324,2,79.4
506325,7,189.9
506326,4,77.3
506327,3,45.2
506328,10,110.4
506329,8,132.3
506330,6,123.6
506331,2,55.4
506332,7,255.2
506333,22,602.8
506334,1,73.4
506335,16,329.6
506336,4,180.0
506337,1,20.3
506338,2,73.1
506339,2,66.9
506340,7,372.9
506341,2,74.7
506342,8,340.5
506343,13,325.8
506344,10,364.1
506345,2,108.5
506346,1,23.0
506347,3,166.6
506348,4,170.5
506349,3,105.6
506350,2,103.9
506351,3,104.5
506352,4,108.5
506353,8,124.6
506354,9,313.6
506355,7,210.0
506356,2,106.6
506357,3,226.6
506358,6,228.5
506359,2,45.2
506360,2,193.5
506361,6,300.8
506362,3,183.0
506363,5,164.6
506364,4,108.9
506365,4,96.1
506366,8,286.2
506367,19,655.4
506368,4,200.3
506369,2,120.1
506370,17,483.6
506371,5,230.1
506372,5,322.8
506373,6,212.8
506374,12,209.5
506375,1,34.1
506376,4,159.4
506377,8,244.4
506378,11,293.6
506379,5,222.4
506380,4,254.6
506381,6,523.4
506382,6,137.5
506383,5,324.6
506384,3,148.9
506385,1,44.1
506386,14,808.8
506387,3,178.3
506388,5,149.5
506389,5,118.6
506390,3,39.9
506391,5,153.1
506392,10,718.7
506393,1,18.6
506394,14,232.6
506395,6,173.0
506396,1,32.6
506397,10,271.4
506398,1,92.2
506399,4,367.6
506400,18,763.6
506401,5,166.0
506402,9,209.1
506403,7,85.8
506404,1,37.2
506405,6,317.6
506406,2,107.4
506407,5,246.6
506408,4,88.7
506409,10,408.9
506410,1,37.2
506411,3,133.6
506412,1,46.0
506413,3,149.2
506414,8,233.0
506415,6,128.1
506416,4,91.6
506417,4,208.7
506418,4,43.0
506419,5,104.3
506420,3,87.7
506421,3,65.7
506422,2,104.2
506423,3,78.7
506424,2,38.4
506425,1,54.3
506426,7,192.3
506427,4,219.3
506428,8,307.9
506429,7,177.9
506430,6,374.2
506431,5,209.6
506432,3,246.9
506433,2,87.2
506434,1,56.1
506435,5,249.0
506436,3,46.3
506437,1,35.5
506438,12,1458.8
506439,6,170.1
506440,1,29.8
506441,6,294.7
506442,1,25.9
506443,8,665.4
506444,3,89.0
506445,6,171.9
506446,3,69.1
506447,1,41.7
506448,3,49.2
506449,2,69.3
506450,3,72.7
506451,1,25.3
506452,3,26.4
506453,4,109.9
506454,2,50.2
506455,2,33.5
506456,4,189.7
506457,13,521.9
506458,3,88.8
506459,8,370.2
506460,2,58.2
506461,10,407.9
506462,1,31.0
506463,3,54.2
506464,5,143.3
506465,11,664.9
506466,1,25.5
506467,5,233.4
506468,7,168.3
506469,9,376.7
506470,17,606.1
506471,24,899.5
506472,4,89.9
506473,1,63.5
506474,4,171.9
506475,6,203.2
506476,3,70.2
506477,1,25.6
506478,7,401.5
506479,1,31.6
506480,1,62.8
506481,7,283.6
506482,10,272.5
506483,1,25.6
506484,3,91.6
506485,2,121.8
506486,5,171.1
506487,2,64.1
506488,3,157.9
506489,6,187.3
506490,8,155.0
506491,1,47.7
506492,5,108.2
506493,3,126.7
506494,12,369.3
506495,3,92.1
506496,8,455.6
506497,4,89.3
506498,15,217.0
506499,4,41.7
506500,2,72.8
506501,2,62.2
506502,1,25.3
506503,2,96.0
506504,3,78.0
506505,13,550.0
506506,3,165.2
506507,4,86.9
506508,9,248.1
506509,2,28.2
506510,4,60.3
506511,8,177.3
506512,1,60.2
506513,5,363.2
506514,9,700.0
506515,2,77.3
506516,11,363.8
506517,1,55.1
506518,5,189.5
506519,5,307.0
506520,6,273.0
506521,11,310.9
506522,9,709.9
506523,4,321.7
506524,6,180.9
506525,10,295.6
506526,18,532.3
506527,21,985.8
506528,4,171.2
506529,1,32.8
506530,1,17.1
506531,1,33.3
506532,7,400.0
506533,8,190.7
506534,7,509.5
506535,5,262.1
506536,1,63.4
506537,17,570.3
506538,1,15.4
506539,3,86.5
506540,8,270.6
506541,5,83.1
506542,12,528.9
506543,7,141.1
506544,5,124.9
506545,8,300.7
506546,7,283.4
506547,9,321.3
506548,5,244.3
506549,1,32.0
506550,4,224.0
506551,9,415.8
506552,2,103.7
506553,3,186.7
506554,6,131.5
506555,2,49.4
506556,1,68.5
506557,1,13.9
506558,3,39.2
506559,9,173.1
506560,2,57.4
506561,9,276.5
506562,14,384.2
506563,12,458.5
506564,7,780.3
506565,1,30.3
506566,2,28.3
506567,9,197.4
506568,13,653.3
506569,2,51.6
506570,2,98.2
506571,7,186.7
506572,21,744.9
506573,1,133.4
506574,2,73.6
506575,3,119.7
506576,3,84.5
506577,1,112.4
506578,5,308.7
506579,2,64.2
506580,1,27.3
506581,2,112.0
506582,8,328.7
506583,2,104.9
506584,24,640.8
506585,5,100.8
506586,1,20.5
506587,12,389.4
506588,9,110.2
506589,6,314.6
506590,3,55.6
506591,2,26.6
506592,4,134.6
506593,5,158.4
506594,13,521.3
506595,8,407.3
506596,4,164.4
506597,4,95.2
506598,5,358.5
506599,4,85.9
506600,4,125.3
506601,1,16.5
506602,9,826.4
506603,6,277.3
506604,2,94.1
506605,9,251.0
506606,15,580.1
506607,8,542.5
506608,5,230.2
506609,11,180.0
506610,3,171.2
506611,2,57.4
506612,11,673.8
506613,6,88.0
506614,1,26.2
506615,1,64.6
506616,2,42.3
506617,9,165.6
506618,4,91.5
506619,5,131.9
506620,7,354.9
506621,3,46.2
506622,4,235.2
506623,7,275.4
506624,4,170.4
506625,4,129.5
506626,3,99.7
506627,4,184.6
506628,1,17.8
506629,4,278.3
506630,3,335.6
506631,2,55.5
506632,2,30.3
506633,2,43.5
506634,1,22.2
506635,4,162.7
506636,7,112.5
506637,5,120.7
506638,1,47.0
506639,7,172.8
506640,7,268.1
506641,4,177.4
506642,3,224.3
506643,5,413.4
506644,6,250.7
506645,3,112.3
506646,8,305.9
506647,2,151.8
506648,4,229.9
506649,5,87.1
506650,1,48.8
506651,1,40.4
506652,4,239.4
506653,2,71.1
506654,3,61.1
506655,2,33.8
506656,2,34.2
506657,9,332.0
506658,1,31.8
506659,5,172.7
506660,2,95.2
506661,2,42.7
506662,2,40.0
506663,3,172.0
506664,3,78.4
506665,7,179.5
506666,11,390.7
506667,1,31.2
506668,2,62.8
506669,7,233.8
506670,4,123.4
506671,2,46.2
506672,13,178.1
506673,3,141.7
506674,9,304.5
506675,1,26.8
506676,5,184.5
506677,7,288.1
506678,1,37.0
506679,1,38.4
506680,4,195.4
506681,7,177.5
506682,2,39.7
506683,2,64.7
506684,11,342.1
506685,10,664.2
506686,5,153.8
506687,25,842.7
506688,3,36.7
506689,5,257.8
506690,2,187.8
506691,11,354.7
506692,9,422.8
506693,7,194.7
506694,2,88.8
506695,1,25.8
506696,7,314.8
506697,2,112.4
506698,3,162.9
506699,2,113.4
506700,4,209.3
506701,3,63.4
506702,7,297.9
506703,9,501.5
506704,11,265.9
506705,7,354.0
506706,9,385.3
506707,7,123.7
506708,3,85.9
506709,2,220.6
506710,5,202.6
506711,3,101.1
506712,2,35.4
506713,6,207.8
506714,3,70.7
506715,1,44.4
506716,6,377.6
506717,4,117.9
506718,2,62.8
506719,6,148.2
506720,2,85.4
506721,1,23.1
506722,1,65.4
506723,10,494.7
506724,8,207.7
506725,10,162.8
506726,7,223.9
506727,8,196.5
506728,1,73.4
506729,9,235.1
506730,3,107.7
506731,2,21.1
506732,11,258.0
506733,5,114.7
506734,6,225.2
506735,1,74.6
506736,4,270.3
506737,11,324.0
506738,8,505.3
506739,4,280.9
506740,1,73.2
506741,1,27.7
506742,3,122.2
506743,4,194.4
506744,12,511.6
506745,1,58.8
506746,4,133.9
506747,1,19.2
506748,1,63.0
506749,5,116.8
506750,1,16.9
506751,7,806.1
506752,5,95.3
506753,7,304.6
506754,2,54.6
506755,4,77.8
506756,8,165.3
506757,3,98.0
506758,7,502.6
506759,15,1836.8
506760,7,327.8
506761,10,121.0
506762,10,315.5
506763,7,94.5
506764,8,267.3
506765,3,99.5
506766,8,767.9
506767,4,141.6
506768,6,225.0
506769,3,51.3
506770,4,163.4
506771,14,535.9
506772,5,179.1
506773,4,118.9
506774,8,302.0
506775,2,46.2
506776,8,768.4
506777,6,200.9
506778,1,55.6
506779,3,51.6
506780,6,105.8
506781,4,111.5
506782,6,217.9
506783,3,73.2
506784,10,440.1
506785,10,487.6
506786,11,340.2
506787,3,406.3
506788,3,91.9
506789,8,192.1
506790,5,163.6
506791,5,218.4
506792,6,169.7
506793,12,534.8
506794,1,46.7
506795,10,301.1
506796,8,181.3
506797,2,66.5
506798,3,82.9
506799,2,71.6
506800,6,149.7
506801,4,220.4
506802,8,833.6
506803,5,196.2
506804,6,141.3
506805,7,723.6
506806,13,481.2
506807,5,239.8
506808,2,37.9
506809,15,341.9
506810,7,234.2
506811,25,834.1
506812,12,301.6
506813,2,60.7
506814,3,48.8
506815,2,68.9
506816,4,152.3
506817,1,66.3
506818,1,44.5
506819,1,49.0
506820,3,313.4
506821,1,26.5
506822,2,36.6
506823,2,218.2
506824,8,687.4
506825,3,153.6
506826,4,45.9
506827,3,175.7
506828,3,67.1
506829,4,219.5
506830,9,440.5
506831,4,102.1
506832,4,96.3
506833,1,54.8
506834,1,23.3
506835,6,196.6
506836,5,267.7
506837,6,485.3
506838,8,491.4
506839,4,87.4
506840,2,70.7
506841,6,55.3
506842,4,133.6
506843,2,47.1
506844,9,159.1
506845,1,29.4
506846,3,42.7
506847,2,25.2
506848,8,151.9
506849,5,138.4
506850,14,128.0
506851,2,84.1
506852,5,227.9
506853,8,259.2
506854,3,84.7
506855,13,579.2
506856,2,236.9
506857,1,22.8
506858,9,142.4
506859,2,109.2
506860,5,167.2
506861,3,55.8
506862,1,74.0
506863,4,77.8
506864,2,35.2
506865,9,459.8
506866,6,261.0
506867,4,79.3
506868,13,789.5
506869,2,69.4
506870,2,63.2
506871,6,198.4
506872,7,191.0
506873,7,299.1
506874,2,35.5
506875,1,48.6
506876,10,312.8
506877,4,171.2
506878,1,47.7
506879,1,22.7
506880,18,493.6
506881,7,314.1
506882,2,49.8
506883,2,207.6
506884,2,75.2
506885,4,187.5
506886,8,622.3
506887,8,203.6
506888,9,312.3
506889,9,341.4
506890,6,197.8
506891,5,132.4
506892,9,225.0
506893,8,277.5
506894,2,135.5
506895,15,940.9
506896,1,40.4
506897,6,275.9
506898,4,125.9
506899,1,34.3
506900,10,510.5
506901,3,38.8
506902,2,41.9
506903,1,26.9
506904,9,213.2
506905,8,590.8
506906,7,236.1
506907,1,57.4
506908,15,308.7
506909,1,58.5
506910,3,76.2
506911,2,47.3
506912,7,123.5
506913,4,98.7
506914,9,636.7
506915,2,83.1
506916,6,138.5
506917,7,358.7
506918,3,120.3
506919,4,121.2
506920,7,215.0
506921,4,154.0
506922,1,26.1
506923,2,38.7
506924,1,34.6
506925,3,138.9
506926,3,489.0
506927,5,116.5
506928,3,66.6
506929,3,217.4
506930,2,107.9
506931,1,36.6
506932,6,482.1
506933,6,120.8
506934,3,148.6
506935,9,221.2
506936,1,44.8
506937,4,161.8
506938,1,125.5
506939,4,153.2
506940,2,41.0
506941,4,264.4
506942,2,134.4
506943,2,42.4
506944,2,63.2
506945,4,71.4
506946,7,174.1
506947,8,269.5
506948,1,35.6
506949,1,24.2
506950,8,159.0
506951,5,140.6
506952,10,475.4
506953,6,178.0
506954,2,71.8
506955,2,30.9
506956,4,142.6
506957,3,130.6
506958,1,35.5
506959,8,385.1
506960,6,125.3
506961,2,51.9
506962,10,477.1
506963,1,66.2
506964,6,445.9
506965,5,265.2
506966,8,491.2
506967,1,25.9
506968,4,116.6
506969,3,59.4
506970,6,289.4
506971,9,195.4
506972,1,43.8
506973,2,26.0
506974,3,25.5
506975,1,81.6
506976,9,1718.5
506977,1,50.3
506978,10,880.3
506979,4,82.5
506980,16,526.1
506981,13,656.0
506982,4,128.8
506983,9,166.2
506984,3,182.5
506985,2,48.2
506986,12,332.0
506987,6,171.8
506988,4,151.4
506989,2,94.9
506990,4,64.7
506991,10,280.4
506992,4,66.3
506993,4,96.7
506994,2,135.0
506995,2,70.8
506996,1,26.2
506997,4,261.6
506998,8,217.0
506999,6,187.2
507000,11,463.4
507001,3,59.8
507002,5,126.0
507003,1,39.1
507004,1,49.3
507005,2,95.2
507006,3,78.4
507007,14,673.1
507008,1,30.6
507009,13,586.1
507010,1,78.0
507011,2,151.7
507012,4,156.8
507013,12,353.1
507014,9,349.2
507015,12,279.6
507016,15,644.7
507017,7,67.4
507018,2,54.9
507019,3,323.8
507020,4,83.0
507021,2,97.8
507022,7,381.0
507023,1,28.7
507024,1,23.3
507025,2,34.1
507026,1,30.7
507027,2,36.6
507028,3,41.1
507029,11,584.0
507030,2,42.7
507031,6,242.8
507032,14,312.7
507033,11,674.2
507034,1,40.5
507035,2,124.8
507036,5,64.8
507037,2,73.6
507038,8,638.4
507039,3,69.0
507040,6,127.5
507041,4,120.9
507042,2,66.7
507043,2,67.5
507044,10,466.2
507045,2,62.8
507046,11,176.5
507047,4,136.9
507048,7,187.2
507049,4,122.7
507050,13,574.1
507051,4,142.2
507052,6,226.0
507053,2,49.6
507054,5,92.8
507055,2,122.2
507056,2,48.4
507057,11,208.3
507058,4,170.2
507059,13,145.3
507060,5,136.0
507061,7,225.4
507062,2,54.6
507063,2,56.7
507064,4,117.5
507065,1,37.8
507066,2,114.3
507067,8,686.5
507068,20,803.1
507069,1,31.5
507070,4,92.2
507071,6,202.3
507072,10,472.3
507073,5,285.5
507074,6,105.4
507075,4,222.2
507076,6,141.7
507077,2,93.6
507078,6,207.8
507079,3,76.2
507080,2,61.4
507081,1,79.8
507082,8,264.8
507083,3,202.5
507084,7,170.7
507085,4,153.2
507086,6,218.4
507087,6,197.9
507088,2,56.0
507089,3,56.2
507090,1,34.6
507091,4,106.5
507092,4,85.7
507093,9,403.6
507094,4,268.5
507095,18,341.0
507096,1,40.9
507097,11,445.8
507098,1,17.8
507099,1,129.1
507100,3,103.6
507101,1,35.7
507102,9,748.8
507103,5,746.9
507104,4,138.3
507105,1,126.5
507106,1,48.2
507107,2,102.3
507108,4,123.4
507109,2,47.6
507110,5,143.9
507111,5,499.5
507112,3,50.1
507113,6,224.0
507114,3,112.9
507115,4,154.2
507116,2,111.5
507117,2,75.7
507118,6,414.2
507119,6,200.8
507120,9,589.8
507121,22,787.9
507122,3,112.6
507123,5,32.0
507124,2,73.0
507125,2,41.7
507126,3,96.6
507127,2,46.1
507128,3,35.5
507129,13,694.1
507130,1,36.1
507131,7,239.7
507132,7,321.6
507133,6,261.6
507134,5,406.6
507135,2,102.6
507136,3,93.6
507137,2,84.3
507138,2,63.0
507139,1,29.9
507140,5,252.6
507141,1,87.2
507142,2,102.8
507143,2,62.0
507144,1,25.4
507145,13,450.4
507146,1,28.9
507147,9,328.9
507148,1,44.8
507149,8,364.0
507150,6,121.0
507151,1,77.1
507152,8,752.9
507153,1,51.2
507154,2,88.7
507155,2,88.4
507156,6,449.3
507157,8,224.1
507158,3,180.8
507159,4,232.4
507160,4,254.4
507161,1,52.6
507162,9,486.0
507163,1,22.5
507164,3,100.7
507165,3,165.1
507166,1,34.4
507167,4,31.0
507168,5,124.5
507169,6,122.2
507170,4,176.7
507171,5,194.9
507172,3,136.4
507173,4,91.1
507174,5,178.3
507175,2,42.2
507176,8,338.2
507177,1,67.1
507178,11,340.2
507179,5,193.6
507180,9,828.0
507181,5,186.7
507182,2,100.2
507183,3,78.4
507184,1,114.4
507185,7,202.9
507186,11,178.9
507187,12,298.0
507188,3,70.6
507189,1,111.3
507190,4,77.4
507191,2,157.6
507192,8,441.3
507193,9,227.6
507194,6,95.9
507195,9,763.6
507196,13,429.7
507197,2,58.0
507198,2,50.3
507199,6,61.1
507200,8,312.1
507201,2,135.9
507202,2,20.7
507203,5,158.3
507204,3,59.4
507205,1,21.7
507206,3,143.1
507207,7,256.7
507208,8,321.4
507209,6,115.2
507210,2,138.9
507211,1,48.2
507212,11,505.7
507213,4,173.0
507214,4,93.6
507215,11,882.9
507216,2,125.8
507217,3,86.2
507218,2,124.6
507219,1,73.7
507220,1,34.8
507221,14,851.4
507222,1,28.8
507223,3,103.4
507224,9,529.5
507225,2,11.1
507226,9,180.3
507227,2,69.8
507228,1,43.2
507229,7,163.4
507230,2,23.3
507231,4,103.2
507232,2,28.9
507233,11,248.4
507234,16,591.4
507235,3,170.3
507236,5,176.0
507237,2,60.3
507238,2,54.1
507239,3,119.0
507240,10,257.9
507241,3,107.1
507242,14,363.9
507243,5,155.0
507244,5,218.3
507245,7,199.4
507246,7,178.7
507247,2,56.9
507248,5,436.3
507249,7,328.1
507250,3,120.8
507251,3,60.1
507252,5,50.4
507253,11,309.6
507254,3,61.1
507255,6,198.4
507256,5,170.1
507257,9,294.0
507258,3,82.9
507259,1,25.1
507260,7,187.8
507261,7,405.8
507262,7,502.1
507263,4,97.1
507264,3,140.7
507265,6,338.2
507266,3,136.5
507267,1,27.6
507268,3,129.1
507269,1,91.4
507270,4,187.8
507271,4,179.8
507272,6,102.0
507273,4,106.3
507274,5,332.4
507275,2,65.0
507276,1,48.7
507277,8,264.3
507278,2,37.3
507279,6,180.1
507280,1,65.3
507281,10,317.4
507282,10,923.6
507283,2,73.4
507284,2,113.3
507285,9,396.9
507286,2,87.7
507287,17,937.7
507288,3,38.3
507289,19,1164.5
507290,1,41.7
507291,12,705.5
507292,5,237.6
507293,2,207.2
507294,13,345.5
507295,6,782.7
507296,4,63.5
507297,4,119.8
507298,5,226.6
507299,25,922.3
507300,16,196.5
507301,1,38.8
507302,3,143.8
507303,6,360.4
507304,1,22.8
507305,5,108.7
507306,3,68.9
507307,5,135.2
507308,1,39.2
507309,8,261.6
507310,6,219.9
507311,17,385.6
507312,8,167.7
507313,2,62.9
507314,3,90.7
507315,2,42.1
507316,3,62.8
507317,5,335.2
507318,7,253.8
507319,2,23.3
507320,4,221.6
507321,6,191.0
507322,2,110.1
507323,5,123.2
507324,6,154.1
507325,4,88.9
507326,2,50.0
507327,3,193.2
507328,6,187.5
507329,3,115.6
507330,3,84.0
507331,1,39.5
507332,8,645.5
507333,4,288.1
507334,14,214.2
507335,6,231.0
507336,4,228.0
507337,12,127.7
507338,3,45.3
507339,1,91.4
507340,1,60.9
507341,4,180.7
507342,6,449.6
507343,8,545.5
507344,1,30.0
507345,11,197.7
507346,1,50.5
507347,4,194.2
507348,1,47.5
507349,5,216.0
507350,10,668.5
507351,2,86.5
507352,5,162.0
507353,5,131.5
507354,3,91.9
507355,1,70.5
507356,7,404.5
507357,10,298.1
507358,2,86.8
507359,1,58.3
507360,1,39.0
507361,11,343.3
507362,1,24.3
507363,2,46.6
507364,2,56.7
507365,3,125.7
507366,8,135.9
507367,5,221.5
507368,2,222.7
507369,2,68.8
507370,10,509.4
507371,5,97.7
507372,2,123.6
507373,2,58.9
507374,8,359.6
507375,9,704.4
507376,7,166.7
507377,2,65.2
507378,5,220.3
507379,4,102.9
507380,2,83.3
507381,9,299.6
507382,3,105.6
507383,5,90.2
507384,10,561.7
507385,3,406.7
507386,7,157.1
507387,2,31.0
507388,8,422.2
507389,2,42.9
507390,2,56.1
507391,1,33.7
507392,4,55.3
507393,10,529.0
507394,1,40.1
507395,4,60.1
507396,6,133.5
507397,10,1131.3
507398,5,216.8
507399,2,49.8
507400,6,940.4
507401,5,85.9
507402,2,98.8
507403,3,189.9
507404,1,28.1
507405,3,102.0
507406,3,63.8
507407,12,274.6
507408,1,45.5
