id_cliente,fecha_compra,monto_compra,id_metodo_pago,id_canal,tiempo
505929,2021-01-02,21.22,2,0,842
505930,2021-12-04,17.711,2,1,287
505931,2021-01-07,59.968,2,1,413
505932,2021-07-21,59.643,0,0,882
505933,2021-12-29,16.895,2,4,635
505934,2021-07-30,24.442,1,0,626
505935,2021-08-02,23.762,2,3,710
505936,2021-05-22,54.274,1,0,709
505937,2021-02-16,36.391,2,0,602
505938,2021-07-29,76.605,1,0,485
505939,2021-11-24,32.253,1,1,406
505940,2021-02-03,18.769,0,2,873
505941,2021-11-18,25.128,1,0,704
505942,2021-06-01,23.237,1,0,955
505943,2021-07-15,54.497,1,3,642
505944,2021-03-02,84.804,0,1,824
505945,2021-08-15,43.641,1,0,757
505946,2021-03-08,24.809,1,3,728
505947,2021-04-10,39.284,2,0,797
505948,2021-09-21,15.954,1,0,700
505949,2021-01-19,32.939,2,0,559
505950,2021-06-13,16.81,2,1,898
505951,2021-08-06,43.457,1,0,1067
505952,2021-02-18,29.924,1,3,1019
505953,2021-04-18,50.614,2,0,680
505954,2021-05-06,48.872,1,4,578
505955,2021-08-31,28.081,2,0,680
505956,2021-12-23,55.258,2,0,748
505957,2021-11-02,21.161,0,0,771
505958,2021-03-11,114.577,1,0,600
505959,2021-01-07,19.148,2,0,514
505960,2021-01-19,47.969,1,2,749
505961,2021-08-06,61.825,0,2,180
505962,2021-02-27,36.778,1,1,742
505963,2021-03-26,20.888,1,0,610
505964,2021-11-06,22.999,1,2,880
505965,2021-11-15,22.095,2,0,969
505966,2021-11-03,35.619,0,1,953
505967,2021-04-03,48.437,1,1,698
505968,2021-08-15,43.511,0,0,576
505969,2021-08-11,34.091,1,0,633
505970,2021-03-09,18.109,0,3,772
505971,2021-07-22,77.511,1,0,484
505972,2021-07-11,32.995,2,1,1011
505973,2021-05-25,28.612,0,3,660
505974,2021-10-02,38.828,1,0,870
505975,2021-09-05,15.766,2,0,459
505976,2021-07-14,32.393,2,0,613
505977,2021-09-22,35.261,1,2,397
505978,2021-10-06,33.376,1,0,964
505979,2021-07-26,62.433,1,0,751
505980,2021-04-08,19.941,1,0,883
505981,2021-10-04,34.396,1,4,721
505982,2021-09-19,25.728,1,3,804
505983,2021-12-25,32.396,0,1,699
505984,2021-02-24,49.363,2,3,683
505985,2021-06-03,34.703,1,1,743
505986,2021-12-04,28.504,1,3,793
505987,2021-07-07,12.16,1,0,858
505988,2021-12-11,58.26,1,0,1286
505989,2021-01-05,15.536,2,3,1023
505990,2021-01-13,28.318,0,0,460
505991,2021-10-18,23.806,1,0,754
505992,2021-05-11,12.255,1,2,667
505993,2021-07-09,36.104,2,1,990
505994,2021-06-06,34.388,0,0,723
505995,2021-05-29,49.916,2,0,864
505996,2021-12-09,53.171,0,0,359
505997,2021-02-04,46.162,2,0,508
505998,2021-10-09,43.97,0,0,1157
505999,2021-11-21,43.694,0,0,789
506000,2021-08-28,52.709,2,2,560
506001,2021-05-25,42.366,2,0,824
506002,2021-02-28,45.075,1,0,590
506003,2021-09-07,31.456,1,1,709
506004,2021-06-21,39.305,1,0,519
506005,2021-02-24,42.013,2,0,638
506006,2021-05-12,41.466,2,0,705
506007,2021-12-17,38.289,2,1,962
506008,2021-04-07,90.44,2,0,864
506009,2021-03-07,71.808,1,0,895
506010,2021-09-06,28.93,1,1,755
506011,2021-03-14,34.169,2,2,888
506012,2021-12-02,73.701,1,1,603
506013,2021-11-10,22.61,2,3,588
506014,2021-12-25,20.466,1,1,833
506015,2021-11-30,132.533,1,0,730
506016,2021-03-30,28.118,1,0,778
506017,2021-03-19,14.102,1,0,750
506018,2021-05-06,28.419,1,0,1006
506019,2021-06-21,28.856,2,0,1015
506020,2021-11-18,51.878,1,0,667
506021,2021-09-25,43.045,1,1,443
506022,2021-08-24,21.844,1,1,632
506023,2021-11-17,9.31,1,0,619
506024,2021-08-24,49.467,1,0,930
506025,2021-05-19,35.945,1,0,946
506026,2021-05-31,60.186,1,0,594
506027,2021-07-08,26.262,0,0,644
506028,2021-02-02,30.939,0,0,514
506029,2021-09-28,27.398,2,0,804
506030,2021-08-27,27.299,1,4,702
506031,2021-09-24,41.496,2,0,922
506032,2021-07-14,28.987,0,1,849
506033,2021-10-13,15.542,2,0,890
506034,2021-12-13,72.287,1,0,502
506035,2021-07-28,38.542,1,0,667
506036,2021-06-12,45.534,1,3,891
506037,2021-02-08,64.846,1,0,683
506038,2021-10-12,32.585,1,0,487
506039,2021-11-26,38.156,2,4,855
506040,2021-09-13,20.9,1,0,676
506041,2021-11-12,51.353,0,0,971
506042,2021-11-11,17.702,1,1,757
506043,2021-10-19,43.881,1,0,730
506044,2021-07-03,42.83,1,3,965
506045,2021-02-06,19.293,1,0,546
506046,2021-01-02,59.612,1,2,998
506047,2021-03-16,14.744,0,0,665
506048,2021-06-07,22.439,1,2,769
506049,2021-09-29,32.085,0,2,771
506050,2021-06-16,47.273,1,2,663
506051,2021-01-09,18.533,1,2,603
506052,2021-03-18,50.922,2,1,693
506053,2021-12-24,50.566,0,0,597
506054,2021-12-27,30.176,1,0,1133
506055,2021-05-18,37.12,1,0,693
506056,2021-10-21,56.234,1,0,989
506057,2021-09-20,66.078,0,0,965
506058,2021-12-06,29.15,1,1,825
506059,2021-11-20,25.275,1,1,736
506060,2021-08-18,32.574,2,4,745
506061,2021-05-25,25.365,1,0,883
506062,2021-08-17,62.036,1,2,758
506063,2021-04-27,44.483,1,1,478
506064,2021-05-08,34.935,1,4,383
506065,2021-08-11,58.432,1,2,1012
506066,2021-07-28,49.567,2,0,306
506067,2021-08-01,54.262,2,0,815
506068,2021-05-21,43.582,0,3,678
506069,2021-05-30,67.496,2,1,789
506070,2021-01-04,17.586,1,2,535
506071,2021-08-08,43.389,1,2,803
506072,2021-07-30,72.401,0,1,797
506073,2021-12-08,29.736,1,2,1237
506074,2021-07-04,26.247,1,3,743
506075,2021-06-20,28.755,2,3,963
506076,2021-01-25,35.032,1,0,510
506077,2021-03-13,56.924,1,0,964
506078,2021-05-04,36.145,1,0,821
506079,2021-05-18,60.01,2,0,829
506080,2021-05-13,49.875,2,2,791
506081,2021-05-24,52.288,1,2,1047
506082,2021-10-08,36.849,1,0,826
506083,2021-02-17,32.315,1,0,639
506084,2021-05-02,19.247,1,0,669
506085,2021-03-01,11.485,2,2,887
506086,2021-04-23,28.423,1,1,841
506087,2021-09-07,11.565,0,0,505
506088,2021-01-18,40.012,1,0,873
506089,2021-05-04,48.071,1,1,565
506090,2021-01-09,33.605,1,0,859
506091,2021-12-15,9.614,1,2,595
506092,2021-09-23,28.047,2,3,669
506093,2021-03-30,51.143,2,0,682
506094,2021-03-14,72.282,1,0,1053
506095,2021-02-06,43.873,1,0,852
506096,2021-06-22,39.235,2,0,1007
506097,2021-10-03,42.808,1,0,1301
506098,2021-08-02,79.462,0,0,788
506099,2021-11-18,35.078,2,0,1050
506100,2021-05-06,17.391,1,2,614
506101,2021-04-12,27.455,0,0,1006
506102,2021-06-24,24.27,1,2,595
506103,2021-03-15,23.934,1,0,777
506104,2021-12-23,27.06,1,0,877
506105,2021-03-09,123.508,1,0,905
506106,2021-06-24,20.774,2,0,551
506107,2021-07-10,27.591,0,0,624
506108,2021-01-21,119.066,0,2,850
506109,2021-06-20,43.337,2,3,654
506110,2021-06-15,40.274,0,0,528
506111,2021-04-05,53.267,2,0,767
506112,2021-02-16,37.512,1,0,759
506113,2021-01-17,27.36,1,2,772
506114,2021-01-04,39.781,1,0,875
506115,2021-06-25,41.851,1,0,864
506116,2021-02-02,16.06,1,3,582
506117,2021-12-17,30.19,2,3,646
506118,2021-03-31,16.333,1,1,927
506119,2021-08-27,22.928,2,0,682
506120,2021-09-03,43.47,1,0,709
506121,2021-06-30,28.316,0,0,509
506122,2021-11-19,32.419,2,1,755
506123,2021-02-10,9.397,1,2,802
506124,2021-03-27,18.712,0,0,424
506125,2021-04-03,22.558,0,3,527
506126,2021-02-19,15.872,2,0,524
506127,2021-04-18,43.33,0,2,882
506128,2021-04-25,36.756,1,0,436
506129,2021-10-07,56.261,2,0,766
506130,2021-04-21,76.599,1,0,909
506131,2021-11-16,66.21,2,1,794
506132,2021-10-10,41.038,0,0,701
506133,2021-11-26,45.649,1,0,842
506134,2021-02-08,38.285,0,2,927
506135,2021-12-26,22.621,1,1,741
506136,2021-08-13,40.33,2,1,357
506137,2021-12-25,28.317,2,1,967
506138,2021-05-10,19.503,0,1,832
506139,2021-12-14,17.003,1,1,754
506140,2021-08-03,11.76,1,0,424
506141,2021-01-27,34.963,1,0,726
506142,2021-05-30,25.751,1,0,622
506143,2021-02-20,25.08,2,0,561
506144,2021-12-10,19.754,2,0,755
506145,2021-04-22,25.803,0,0,684
506146,2021-03-23,21.85,2,0,695
506147,2021-07-21,35.748,1,2,873
506148,2021-06-05,49.731,1,1,806
506149,2021-02-05,28.65,1,1,671
506150,2021-10-26,55.401,1,3,608
506151,2021-11-05,23.439,1,0,698
506152,2021-09-29,15.121,0,0,735
506153,2021-08-14,64.6,1,0,885
506154,2021-05-27,14.362,0,0,592
506155,2021-07-17,27.197,2,0,1043
506156,2021-07-10,47.595,1,2,845
506157,2021-03-02,61.122,1,0,287
506158,2021-01-30,30.905,1,0,795
506159,2021-04-03,27.039,1,0,967
506160,2021-06-15,90.04,2,0,850
506161,2021-02-28,55.608,1,1,686
506162,2021-02-08,55.037,1,1,749
506163,2021-11-07,43.734,1,2,772
506164,2021-05-17,48.254,1,1,899
506165,2021-08-02,40.474,2,0,525
506166,2021-07-11,32.981,1,0,671
506167,2021-09-26,15.675,1,1,1055
506168,2021-09-28,20.707,0,0,786
506169,2021-04-19,48.882,1,0,1055
506170,2021-11-06,60.088,1,0,1317
506171,2021-05-16,36.767,0,1,671
506172,2021-11-01,24.693,2,0,564
506173,2021-05-28,38.303,1,4,662
506174,2021-02-10,41.474,2,0,978
506175,2021-10-05,17.437,0,0,1003
506176,2021-01-12,65.32,1,0,1189
506177,2021-10-09,48.986,1,0,773
506178,2021-01-16,26.523,1,0,868
506179,2021-03-17,35.385,1,1,632
506180,2021-08-09,30.118,1,0,329
506181,2021-12-10,62.477,1,0,773
506182,2021-05-30,27.902,1,0,572
506183,2021-02-14,20.405,1,0,896
506184,2021-03-27,36.128,2,3,381
506185,2021-11-24,22.506,0,0,647
506186,2021-09-23,52.892,1,2,788
506187,2021-02-06,39.803,2,0,847
506188,2021-05-21,20.466,1,0,771
506189,2021-04-07,24.13,1,2,1076
506190,2021-03-06,28.288,0,0,1063
506191,2021-11-05,29.635,0,2,617
506192,2021-08-14,16.34,1,0,1070
506193,2021-03-07,20.581,1,0,1097
506194,2021-08-26,39.182,1,3,698
506195,2021-05-31,61.765,1,0,788
506196,2021-01-23,27.504,0,4,701
506197,2021-06-14,35.096,1,3,604
506198,2021-03-09,99.169,1,0,682
506199,2021-03-31,36.736,0,0,1017
506200,2021-11-17,14.535,2,2,819
506201,2021-09-17,44.673,1,0,680
506202,2021-02-18,40.155,1,1,593
506203,2021-11-07,28.215,1,0,644
506204,2021-07-29,20.825,2,0,751
506205,2021-11-16,61.924,1,0,944
506206,2021-09-30,10.419,2,1,605
506207,2021-05-04,34.422,1,1,922
506208,2021-07-15,30.125,1,1,795
506209,2021-07-13,25.235,1,0,806
506210,2021-09-20,37.972,1,0,965
506211,2021-04-01,20.391,2,0,932
506212,2021-05-02,44.533,2,0,527
506213,2021-03-31,129.196,1,0,585
506214,2021-04-19,23.581,1,1,719
506215,2021-02-28,41.861,1,0,844
506216,2021-01-14,37.348,1,0,1026
506217,2021-12-10,40.148,2,1,772
506218,2021-01-28,29.116,2,0,1087
506219,2021-11-21,35.043,0,4,583
506220,2021-01-02,38.4,1,0,683
506221,2021-10-11,55.525,2,0,725
506222,2021-04-30,48.497,1,3,573
506223,2021-07-08,63.505,1,1,969
506224,2021-04-14,27.918,0,2,241
506225,2021-06-29,35.91,2,0,689
506226,2021-06-14,32.597,1,0,987
506227,2021-07-13,58.698,2,1,704
506228,2021-05-24,19.948,0,0,973
506229,2021-07-15,60.113,1,1,1156
506230,2021-10-29,41.557,2,0,794
506231,2021-06-08,60.046,1,0,990
506232,2021-05-12,35.736,1,0,1215
506233,2021-02-18,31.604,1,2,812
506234,2021-05-12,26.768,0,0,771
506235,2021-02-15,30.008,0,4,872
506236,2021-03-08,14.039,1,0,993
506237,2021-12-14,32.505,1,0,773
506238,2021-02-02,31.061,2,0,693
506239,2021-06-25,45.087,2,1,1069
506240,2021-11-01,24.97,0,2,691
506241,2021-12-14,40.919,1,0,995
506242,2021-02-23,39.337,0,0,827
506243,2021-03-01,15.657,1,1,1089
506244,2021-05-16,35.693,1,0,627
506245,2021-07-22,51.594,1,1,607
506246,2021-12-17,61.954,2,1,914
506247,2021-03-17,24.093,0,0,577
506248,2021-03-02,18.082,1,1,781
506249,2021-04-03,59.956,2,1,1039
506250,2021-11-16,42.08,1,0,459
506251,2021-01-11,22.585,2,0,852
506252,2021-05-19,23.993,2,0,998
506253,2021-02-13,34.699,1,2,735
506254,2021-02-27,49.4,1,1,593
506255,2021-12-01,30.039,0,0,733
506256,2021-01-01,17.853,1,0,629
506257,2021-04-28,14.81,1,0,792
506258,2021-12-01,24.902,1,0,730
506259,2021-08-10,23.988,1,0,688
506260,2021-01-27,21.75,2,0,864
506261,2021-06-19,65.74,2,0,1064
506262,2021-12-21,17.6,2,1,819
506263,2021-05-27,25.522,0,1,1002
506264,2021-07-12,91.739,1,0,1064
506265,2021-07-14,28.76,1,1,654
506266,2021-08-30,32.967,0,0,829
506267,2021-03-10,74.602,2,0,704
506268,2021-11-03,33.145,1,4,443
506269,2021-12-27,41.598,1,0,844
506270,2021-02-22,29.434,2,0,591
506271,2021-10-26,27.13,1,0,867
506272,2021-10-26,17.282,2,1,480
506273,2021-09-28,31.744,1,0,811
506274,2021-05-16,44.778,2,3,437
506275,2021-06-21,83.632,2,0,901
506276,2021-11-03,28.244,2,0,709
506277,2021-02-25,56.525,2,0,692
506278,2021-10-30,61.892,1,1,963
506279,2021-12-03,25.835,2,0,722
506280,2021-09-06,34.394,1,3,740
506281,2021-05-05,34.579,0,3,684
506282,2021-07-24,17.816,1,0,871
506283,2021-01-19,32.182,0,0,968
506284,2021-12-07,23.953,1,0,930
506285,2021-05-05,32.169,1,1,676
506286,2021-01-21,34.16,1,1,978
506287,2021-10-17,34.184,0,0,615
506288,2021-08-29,25.861,1,3,586
506289,2021-08-16,21.706,1,0,757
506290,2021-01-20,15.46,1,2,928
506291,2021-10-02,52.1,1,2,529
506292,2021-08-21,33.542,1,0,940
506293,2021-10-17,55.392,1,0,770
506294,2021-10-29,30.948,1,0,702
506295,2021-03-19,40.442,0,3,918
506296,2021-03-18,30.889,0,0,636
506297,2021-12-04,29.008,1,2,1151
506298,2021-07-13,38.856,2,0,748
506299,2021-06-09,33.792,1,0,807
506300,2021-04-15,52.23,1,3,998
506301,2021-08-22,67.16,0,0,812
506302,2021-10-03,65.941,1,1,974
506303,2021-01-01,72.105,1,0,428
506304,2021-07-21,20.876,1,0,700
506305,2021-12-29,59.755,1,0,851
506306,2021-04-13,36.396,2,0,975
506307,2021-04-13,37.905,2,1,899
506308,2021-11-17,25.314,1,0,902
506309,2021-01-23,30.419,1,0,971
506310,2021-05-26,13.362,2,0,866
506311,2021-06-17,43.556,2,1,374
506312,2021-10-19,31.284,0,2,1000
506313,2021-02-17,33.671,2,1,609
506314,2021-06-08,62.51,1,4,766
506315,2021-02-25,35.153,1,0,813
506316,2021-10-15,23.784,1,0,789
506317,2021-08-19,34.72,1,0,581
506318,2021-07-01,86.851,1,0,431
506319,2021-05-24,39.976,1,1,580
506320,2021-02-25,58.162,1,2,889
506321,2021-12-03,25.298,0,0,520
506322,2021-08-25,42.411,1,3,562
506323,2021-04-27,38.399,0,0,855
506324,2021-06-01,35.724,1,1,575
506325,2021-09-23,32.34,2,0,682
506326,2021-09-20,31.433,1,1,775
506327,2021-06-18,15.428,1,0,831
506328,2021-04-21,16.912,1,3,531
506329,2021-08-29,16.844,1,3,745
506330,2021-08-29,16.736,2,0,852
506331,2021-08-07,35.961,2,0,551
506332,2021-01-27,28.443,1,1,799
506333,2021-06-22,26.352,1,1,631
506334,2021-08-13,60.026,1,0,802
506335,2021-12-13,31.556,0,1,890
506336,2021-07-11,48.555,0,2,708
506337,2021-05-06,17.427,1,1,924
506338,2021-07-22,42.197,0,0,922
506339,2021-03-06,59.806,1,3,883
506340,2021-02-03,41.78,0,0,853
506341,2021-09-05,32.536,2,0,978
506342,2021-12-26,33.996,1,4,779
506343,2021-11-05,40.673,2,0,480
506344,2021-08-02,43.758,0,0,637
506345,2021-01-15,69.839,0,1,722
506346,2021-12-27,21.85,1,2,724
506347,2021-06-14,53.836,1,0,844
506348,2021-04-16,39.877,0,0,635
506349,2021-11-22,38.187,2,0,1142
506350,2021-09-30,38.903,1,0,762
506351,2021-10-01,58.0,1,0,779
506352,2021-04-12,26.805,1,0,659
506353,2021-12-29,23.676,1,3,539
506354,2021-06-15,34.227,0,1,737
506355,2021-07-13,30.2,2,2,745
506356,2021-10-02,38.65,2,3,704
506357,2021-08-29,81.962,1,3,1018
506358,2021-03-04,36.883,1,1,737
506359,2021-04-21,42.881,2,0,765
506360,2021-05-12,79.621,0,2,887
506361,2021-12-12,49.428,2,0,749
506362,2021-09-18,66.045,2,0,877
506363,2021-05-14,31.829,1,0,550
506364,2021-09-26,32.325,1,0,551
506365,2021-09-27,29.82,1,0,802
506366,2021-05-24,43.226,1,2,698
506367,2021-05-28,43.324,2,0,634
506368,2021-11-23,48.099,1,0,802
506369,2021-07-25,42.327,2,0,818
506370,2021-02-24,32.106,1,2,612
506371,2021-09-20,44.699,1,0,687
506372,2021-08-04,67.761,2,0,819
506373,2021-07-05,37.351,1,2,556
506374,2021-09-22,18.82,1,2,631
506375,2021-11-28,23.085,1,0,876
506376,2021-05-01,40.924,1,1,756
506377,2021-06-03,24.429,0,0,694
506378,2021-03-11,27.066,1,3,557
506379,2021-08-25,28.951,1,1,578
506380,2021-05-27,51.551,2,1,736
506381,2021-05-05,71.434,1,0,1145
506382,2021-09-12,21.13,1,1,862
506383,2021-05-29,55.461,1,0,540
506384,2021-06-19,56.017,2,0,907
506385,2021-06-10,41.453,1,1,623
506386,2021-04-05,32.171,1,2,739
506387,2021-02-15,56.991,1,0,674
506388,2021-10-29,39.302,2,3,1084
506389,2021-02-03,38.183,1,0,576
506390,2021-04-29,15.022,0,1,816
506391,2021-09-01,40.882,0,0,657
506392,2021-02-17,65.569,1,0,913
506393,2021-08-28,17.67,1,3,773
506394,2021-09-25,24.201,1,0,1006
506395,2021-08-30,27.47,0,3,849
506396,2021-04-22,30.852,1,0,655
506397,2021-01-08,25.838,0,1,1285
506398,2021-11-20,61.879,1,0,880
506399,2021-04-30,83.17,2,1,661
506400,2021-10-21,35.594,1,3,757
506401,2021-03-14,32.324,1,1,874
506402,2021-03-01,37.584,1,0,887
506403,2021-10-12,21.303,0,2,829
506404,2021-12-10,33.386,2,1,934
506405,2021-11-11,44.693,1,0,936
506406,2021-10-02,47.849,1,1,607
506407,2021-04-01,45.808,1,1,1139
506408,2021-11-30,26.337,0,2,1094
506409,2021-09-01,37.069,1,0,924
506410,2021-03-04,29.83,1,0,787
506411,2021-02-17,50.32,1,3,730
506412,2021-11-14,43.7,1,1,702
506413,2021-04-11,70.004,0,0,745
506414,2021-10-07,40.507,2,4,316
506415,2021-02-20,23.787,1,0,1055
506416,2021-04-13,24.797,2,0,992
506417,2021-04-14,36.801,1,2,438
506418,2021-04-13,12.492,1,1,920
506419,2021-09-04,28.244,1,3,719
506420,2021-11-30,27.408,1,1,724
506421,2021-11-29,25.084,1,0,869
506422,2021-09-28,38.324,1,0,466
506423,2021-03-15,21.917,1,0,778
506424,2021-12-17,16.639,1,3,734
506425,2021-07-17,51.585,1,0,794
506426,2021-07-19,34.3,2,0,534
506427,2021-09-14,45.768,2,0,860
506428,2021-10-08,44.248,1,0,971
506429,2021-12-14,44.302,0,0,853
506430,2021-08-01,45.634,0,1,719
506431,2021-08-11,45.353,1,0,1264
506432,2021-09-30,86.754,1,3,554
506433,2021-04-04,39.313,1,3,859
506434,2021-04-23,53.295,1,0,824
506435,2021-08-17,37.048,0,2,1102
506436,2021-01-24,17.26,1,0,850
506437,2021-04-27,33.725,2,0,888
506438,2021-09-20,65.863,2,0,871
506439,2021-12-23,42.598,1,2,550
506440,2021-07-09,28.31,0,1,604
506441,2021-05-26,49.277,1,0,730
506442,2021-06-10,22.265,0,1,932
506443,2021-09-08,54.883,1,1,802
506444,2021-07-18,28.656,1,1,723
506445,2021-01-09,37.757,1,0,1027
506446,2021-07-16,21.673,1,2,383
506447,2021-05-27,39.309,0,1,527
506448,2021-09-13,12.221,2,0,331
506449,2021-11-16,29.061,0,2,957
506450,2021-12-18,25.526,1,0,763
506451,2021-08-11,24.035,1,1,934
506452,2021-05-13,9.06,2,1,740
506453,2021-06-12,25.628,2,0,964
506454,2021-03-06,37.335,1,0,757
506455,2021-12-08,23.835,0,1,834
506456,2021-11-06,42.15,1,2,787
506457,2021-11-08,51.283,1,2,801
506458,2021-04-30,41.867,1,1,1063
506459,2021-04-28,42.745,1,0,488
506460,2021-11-09,39.356,2,0,768
506461,2021-07-18,43.711,1,2,776
506462,2021-09-15,25.767,1,0,789
506463,2021-06-28,24.17,1,1,688
506464,2021-06-11,27.123,1,0,684
506465,2021-08-19,54.02,1,0,1055
506466,2021-10-24,24.225,2,1,747
506467,2021-05-02,32.042,1,1,1199
506468,2021-10-23,29.291,2,1,855
506469,2021-03-31,38.813,1,0,728
506470,2021-05-28,46.519,2,2,839
506471,2021-11-30,46.086,2,0,800
506472,2021-12-15,15.708,1,2,982
506473,2021-12-04,41.47,0,1,550
506474,2021-04-26,34.076,1,0,456
506475,2021-11-04,38.37,1,1,825
506476,2021-12-08,34.618,1,1,910
506477,2021-12-24,24.27,1,0,831
506478,2021-01-08,54.833,2,1,881
506479,2021-09-29,30.02,2,0,875
506480,2021-12-30,59.66,1,3,454
506481,2021-10-07,40.162,1,0,831
506482,2021-03-27,34.687,1,0,1017
506483,2021-10-06,24.32,0,2,771
506484,2021-02-08,34.549,2,0,544
506485,2021-06-25,54.335,0,4,650
506486,2021-08-17,38.058,1,0,880
506487,2021-06-16,38.265,1,0,1103
506488,2021-09-13,74.664,1,0,428
506489,2021-03-29,19.319,1,0,845
506490,2021-08-10,22.93,1,0,612
506491,2021-08-24,45.315,1,0,871
506492,2021-08-20,16.175,0,0,886
506493,2021-04-16,44.027,1,0,738
506494,2021-04-22,24.394,2,0,894
506495,2021-04-05,34.923,1,0,985
506496,2021-06-18,58.664,1,0,750
506497,2021-08-02,19.87,1,0,539
506498,2021-05-13,14.692,1,0,1037
506499,2021-05-30,13.481,1,0,929
506500,2021-04-15,40.917,1,0,881
506501,2021-03-21,57.309,1,0,656
506502,2021-08-28,21.548,2,3,897
506503,2021-10-25,58.096,1,0,1148
506504,2021-04-17,39.359,1,0,758
506505,2021-11-11,36.228,1,1,777
506506,2021-07-28,63.139,1,0,588
506507,2021-03-03,18.667,1,0,650
506508,2021-05-14,47.027,2,2,547
506509,2021-01-03,15.483,1,1,784
506510,2021-01-15,18.976,1,4,649
506511,2021-05-03,20.268,1,3,787
506512,2021-06-15,56.458,2,1,599
506513,2021-10-19,48.587,1,1,730
506514,2021-02-19,50.906,1,0,608
506515,2021-11-03,32.552,1,3,754
506516,2021-03-27,35.243,1,1,466
506517,2021-02-20,52.001,1,0,807
506518,2021-09-13,32.795,1,0,730
506519,2021-10-10,36.144,1,1,793
506520,2021-08-09,32.849,0,0,483
506521,2021-02-12,32.434,1,2,858
506522,2021-02-12,84.723,1,0,726
506523,2021-05-23,51.454,2,2,779
506524,2021-06-14,39.997,2,0,443
506525,2021-12-31,27.68,1,1,536
506526,2021-04-15,34.889,0,0,710
506527,2021-03-12,52.79,0,0,1028
506528,2021-12-12,42.722,0,0,875
506529,2021-02-26,28.341,1,0,803
506530,2021-01-10,16.245,1,0,614
506531,2021-06-04,26.783,2,2,541
506532,2021-05-27,47.586,1,0,830
506533,2021-08-15,19.644,0,1,886
506534,2021-11-17,68.963,1,1,798
506535,2021-12-07,36.043,1,0,1088
506536,2021-04-16,60.23,0,3,597
506537,2021-12-24,32.1,2,2,772
506538,2021-08-19,14.425,1,2,435
506539,2021-01-26,26.407,1,2,778
506540,2021-12-09,25.604,2,1,1024
506541,2021-02-20,22.988,1,4,523
506542,2021-08-03,46.944,2,0,932
506543,2021-10-16,23.104,1,0,1039
506544,2021-04-02,18.526,1,1,636
506545,2021-04-09,25.339,1,0,864
506546,2021-06-23,58.997,2,1,1044
506547,2021-11-19,30.721,1,0,821
506548,2021-03-23,21.22,1,0,922
506549,2021-08-31,30.4,0,3,401
506550,2021-06-15,56.382,0,0,887
506551,2021-02-10,41.633,1,0,873
506552,2021-09-17,41.202,1,1,521
506553,2021-10-31,49.147,2,2,566
506554,2021-07-30,14.797,1,2,849
506555,2021-03-06,31.615,1,0,726
506556,2021-02-26,50.949,2,3,920
506557,2021-06-04,13.1,1,1,816
506558,2021-07-04,13.629,1,2,750
506559,2021-07-21,20.524,2,0,749
506560,2021-03-30,23.805,0,0,833
506561,2021-07-02,34.928,1,0,925
506562,2021-04-18,19.521,2,1,856
506563,2021-09-08,39.662,0,0,704
506564,2021-10-18,90.913,1,0,1003
506565,2021-08-27,26.272,1,1,878
506566,2021-01-01,18.189,1,0,849
506567,2021-12-29,27.455,1,0,797
506568,2021-01-09,42.524,2,0,870
506569,2021-12-31,39.824,0,3,390
506570,2021-01-12,47.346,0,1,803
506571,2021-07-08,29.978,0,1,1055
506572,2021-02-08,44.74,0,3,760
506573,2021-02-04,126.73,1,1,775
506574,2021-09-07,26.443,1,0,673
506575,2021-09-23,34.844,2,1,849
506576,2021-02-13,39.595,1,3,685
506577,2021-12-23,105.653,1,0,1016
506578,2021-04-27,49.983,1,1,605
506579,2021-04-27,39.649,2,0,699
506580,2021-04-19,25.935,0,2,632
506581,2021-06-18,64.202,2,1,1090
506582,2021-03-06,31.106,1,3,686
506583,2021-06-05,67.53,1,1,661
506584,2021-03-18,29.622,1,0,404
506585,2021-01-19,26.25,1,0,616
506586,2021-05-15,16.788,1,3,815
506587,2021-09-03,41.994,1,0,874
506588,2021-10-06,14.749,1,0,663
506589,2021-05-09,56.76,2,1,653
506590,2021-04-29,17.978,1,0,1115
506591,2021-10-15,14.68,1,0,1265
506592,2021-09-06,33.626,0,0,987
506593,2021-10-31,51.224,1,0,1061
506594,2021-11-27,38.382,0,1,1079
506595,2021-10-27,47.005,2,0,1179
506596,2021-12-08,43.631,1,0,726
506597,2021-06-02,44.431,1,2,582
506598,2021-05-25,76.541,1,0,1110
506599,2021-04-28,25.5,0,1,586
506600,2021-03-27,36.816,1,0,595
506601,2021-10-01,15.675,2,0,599
506602,2021-09-18,73.252,1,1,736
506603,2021-10-20,29.183,1,1,403
506604,2021-03-03,39.442,1,3,462
506605,2021-06-29,28.825,1,0,668
506606,2021-03-23,29.066,1,0,565
506607,2021-11-22,46.833,0,0,971
506608,2021-04-08,50.952,1,0,781
506609,2021-02-22,26.001,1,0,884
506610,2021-07-28,70.589,1,3,804
506611,2021-11-17,49.466,0,2,703
506612,2021-12-01,68.882,2,0,958
506613,2021-02-05,14.402,1,0,861
506614,2021-04-29,24.89,1,0,723
506615,2021-02-26,51.681,1,0,477
506616,2021-04-23,20.22,1,1,854
506617,2021-07-14,31.71,2,3,493
506618,2021-04-13,21.658,1,0,848
506619,2021-01-25,41.208,1,0,794
506620,2021-07-06,33.351,2,0,535
506621,2021-01-20,21.232,1,0,827
506622,2021-03-24,83.675,1,3,754
